ID,Job Title,Salary,Experience,Company,Details,Address,Employees,Date,Link
Job ID: 432339,Account Management Executive (IT Account) | With Hiring Bonus!,"PHP 23,000 - 30,000 per month",1 Year or Less,"Medspecialized, Inc.","Manage client's portfolio on average of 50-60 clients on a day to day basis.
Establish and maintain strong client relationships through regular close contact, frequent phone calls, email communication, and meetings online
Provide timely and consistent communication to clients and internal teams.
Answer inbound calls and emails regarding client issues effectively and efficiently
Actively handle upgrades and upsells value added services
Relay client issues to the appropriate teams including Cloud Support, Helpdesk, Vonage Team, etc. if items cannot be resolved at the account manager level
Follow up on client issues within 24-48 hours with updates
Monthly status report meeting with Team Lead and Manager
Weekly team meeting client reports
Ensure client information in tools are accurate and up to date
Updating, adding, and verifying client contact information in ConnectWise monthly, making sure to mark key contacts such as office managers, physicians, etc.
Send in tickets to helpdesk and cloud support team for issues and other related client concerns.
Schedule and Meet with the client on a quarterly basis.
Document all client communication in tools
Physically fit to work in a BPO setting
BS Graduate in any Technology related course (Computer Engineering, IT, Computer Science)
Good English verbal and written communication skills
Strong attention to detail and multi tasking skills
Can work well with a team
Good Customer Service, Planning and Organizing Skills
Proficient in Microsoft (Excel, Word etc) and Google (Gmail, Spreadsheet, Docs, Slides etc.) applications
Monthly salary of 23,000 - 30,000 (not including bonuses)
New hire bonus of 5,000
Risk allowance of 2,000
Paid Training Period
All national Philippines and USA holidays are observed
Paid time off—public holidays, vacation, and personal time off
Robust and effective Government Benefits Administration
Lactation breaks (for breastfeeding moms)
Discounted optical services with our partner clinic
Free lunch/dinner and unlimited coffee and ice cream daily (for on site employees)
Free Health insurance with one (1) free dependent
Free Life insurance
Free Accident insurance
Relocation allowance for new hires (from Outside Cebu)
Company-sponsored outings
Interest-based employee clubs (DOTA, Basketball, Dance, Music, Photography, Yoga)","8th Floor Skyrise 4B Building, IT Park, Lahug, Cebu City, Cebu",501-1000 employees,"Posted On: July 27, 2023",https://www.mynimo.com/jobs/view/432339/cebu/account-management-executive-it-account--with-hiring-bonus?location=cebu&is_overseas=false&category=IT%20%2F%20Computers&category_name=it&level&tab=cebu
Job ID: 426514,Technical Support Representative (Billing),"PHP 18,000 - 28,000 per month",2 to 4 Years,"Medspecialized, Inc.","Work directly with client remotely through chat or call to provide first call resolutions on the software issues they encountered
Work on assigned emails on issues received via email
Take care client calls and transfer to designated department if necessary
Escalate issues encountered if further troubleshooting is needed
Coordinate with internal teams depending on clients' requests/issues
Must be a college graduate of Bachelors in Science - Information Technology
Undergraduate of IT with 1-2 years of experience with technical support.
Fresh Graduates are welcome to apply!
Experience related to Medical Claims/Health Insurance Processing and a background of Medical, Accounting, Billing, and Tech is a huge plus
Possess foundational knowledge in hardware and software troubleshooting.
Demonstrate proficiency in working with Windows operating systems and servers
Knowledge on server remote environment and setups
Applicant must be good at math since the position will be focused on billing
Good communication skills and flexibility on shift schedule
Stable internet connection and a conducive work environment at home
Physically fit to work in a BPO setting
Willing to work in our Cebu IT Park office at least once a week
Willing to work during holidays and weekends
Must have good English communication skills
Monthly salary of 18,000 - 28,000 (depending on experience)
Monthly Risk Allowance of 2,000
New hire bonus of 5,000
Paid Training Period
All national Philippines and USA holidays are observed
Paid time off—public holidays, vacation, and personal time off
Robust and effective Government Benefits Administration
Lactation breaks (for breastfeeding moms)
Discounted optical services with our partner clinic
Free lunch/dinner and unlimited coffee and ice cream daily (for on site employees)
Free Health insurance with one (1) free dependent
Free Life insurance
Free Accident insurance
Covid-19 Vaccine Access
Relocation allowance for new hires (from Outside Cebu)
Company-sponsored outings
Interest-based employee clubs (DOTA, Basketball, Dance, Music, Photography, Yoga)
International travel opportunities (India and US office)","8th floor Skyrise 4B Building, IT Park, Lahug, Cebu City, Cebu",501-1000 employees,"Posted On: July 27, 2023",https://www.mynimo.com/jobs/view/426514/cebu/technical-support-representative-billing?location=cebu&is_overseas=false&category=IT%20%2F%20Computers&category_name=it&level&tab=cebu
Job ID: 430332,Be our Customer Care Specialist! Get a chance to earn Competitive Salary+Allowances+ Bonuses!,N/A,1 Year or Less,Newfold Digital Philippines Inc.,"Achieves productivity related targets, quality targets, sales and revenue targets, average handle time, schedule adherence, Service Request closures and quality measures.
Configures and troubleshoots basic errors with domain names and associated products.
Uses all proprietary database, web, and telephony tools effectively, reporting faults to helpdesk or supervisors as soon as they occur.
Accesses, uses or discloses, customer information only when you need to do so to perform your duties.
Discusses call monitoring feedback with supervisor to improve performance.
Who you are & what you’ll need to succeed.
You must have a year of experience in Customer Service and Technical Support.
With Sales, related to Upselling and Cross Selling is a plus.
You must have good communication skills
You are knowledgeable in email set-up using MS Outlook, Thunderbird, Mac Mail.
You have excellent verbal and written communication skills.
You must have good comprehension skills
You must have the ability to work well as part of a team – exhibits objectively and is open-minded towards the ideas and views of others.
Work-life balance. Our work is thrilling and meaningful, but we know balance is key to living well.
We celebrate one another’s differences.  We’re proud of our culture of diversity and inclusion. We foster a culture of belonging. Our company and customers benefit when employees bring their authentic selves to work. We have programs that bring us together on important issues and provide learning and development opportunities for all employees.  We have 20 + affinity groups where you can network and connect with Newfolders globally.
We care about you. We are a family, and we care about you and your family’s physical and mental health by providing competitive HMO benefits – 175k MBL with one free dependent upon one year of service! We also give out Punctuality Bonus, Generous Vacation policy, and much more!
Where can we take you? We’re fans of helping our employees learn different aspects of the business, be challenged with new tasks, be mentored, and grow their careers. Unfold new possibilities with #teamnewfold!","11th Floor, Philam Life Building, Cebu Business Park across, Ayala Rustans, Luz, Cebu City, Cebu",501-1000 employees,"Posted On: July 27, 2023",https://www.mynimo.com/jobs/view/430332/cebu/be-our-customer-care-specialist-get-a-chance-to-earn-competitive-salaryallowances-bonuses?location=cebu&is_overseas=false&category=IT%20%2F%20Computers&category_name=it&level&tab=cebu
Job ID: 433548,Network Engineer,"PHP 13,000 - 16,000 per month",2 to 4 Years,Fine Upgrades Computer and Gadgets Distribution Corp.,"Provides clients with information by designing methods to collect and retrieve data.
Identifies client requirements by establishing personal rapport with potential and actual clients and other persons in a position to understand service requirements.
Collects data by identifying sources of information and designing survey and collection methods.
Organizes information by studying, analyzing, interpreting, and classifying data.
Resolves retrieval problems by altering design to meet requirements.
Prepares reports by collecting, analyzing, and summarizing information.
Prepares reference for users by writing operating instructions.
Maintains historical records by documenting system changes and revisions.
Maintains client confidence and protects operations by keeping information confidential.
Maintains professional and technical knowledge by attending educational workshops, reviewing professional publications, establishing personal networks, and participating in professional societies.
Contributes to team effort by accomplishing related results as needed.
Establishes and revises database by conferring with analysts and programmers to code and retrieve data.
Maintains database by entering data.
Technical understanding
Process improvement
Data processing
Reporting research results
Networking knowledge
Presenting technical information
Written communication
Operating systems
Reporting skills
Client relationships
Documentation skills
Preferably Male
Bachelor’s degree in computer or related
Minimum of  1 to 2 years of experience in IT and network
Experience working with the following environments: MacOS, Windows 10 , Linux operating systems
Experience setting up and troubleshooting various technical equipment such as desktops, laptops, peripherals and etc.","3/F, Ginza Place Bldg., Ginza Compound, J. Panis Street, Banilad, Cebu City, Cebu",11-50 employees,"Posted On: July 27, 2023",https://www.mynimo.com/jobs/view/433548/cebu/network-engineer?location=cebu&is_overseas=false&category=IT%20%2F%20Computers&category_name=it&level&tab=cebu
Job ID: 433491,IT Admin Officer – Part Time (20 Hours Per Week),N/A,1 Year or Less,Numbers in Business,"Assist in maintaining and organizing IT records, documentation, and files.
Coordinate virtual projects, programs, and employee announcements/ celebrations.
Handle procurement processes for IT equipment and supplies as required.
Maintain inventory of hardware, software licenses, and other IT assets.
Handles daily time record/ biometrics report every payroll cut off.
Provide basic technical assistance to employees with IT-related issues, such as login problems, printer setup, network & internet connection, and software installations.
Responsible for monitoring, troubleshooting, and resolving internet-related issues promptly, while also implementing measures to enhance network performance and security.
Assist in creating, modifying, and disabling user accounts and access permissions as per company policies.
Client Onboarding & Termination
Employee Onboarding & Termination
Ensure compliance with IT security protocols when handling user accounts and sensitive information.
Graduate of Information Technology, Computer Science or a related field (or equivalent experience)
Proven experience in both IT & administrative role
Basic knowledge of IT systems, hardware, and software
Management and maintenance of internet connectivity and network infrastructure
Ability to handle and resolve internet connectivity issues promptly and effectively.
Strong organizational and time management skills.
Excellent communication abilities to interact with the team.
Proficiency in using productivity software such as Microsoft Office.
Ability to work independently and in collaboration with the team.
Flexibility with working hours to accommodate the part-time schedule (between 7am-4pm / 4 hours a day)","Kamputhaw, Cebu City, Cebu",11-50 employees,"Posted On: July 27, 2023",https://www.mynimo.com/jobs/view/433491/cebu/it-admin-officer--part-time-20-hours-per-week?location=cebu&is_overseas=false&category=IT%20%2F%20Computers&category_name=it&level&tab=cebu
Job ID: 430198,IT Personnel,N/A,No Experience,La Nueva Supermart Inc.,"Preferably Male
Graduate of any 4 years computer related course
Basic PC Troubleshooting
Have knowledge in basic troubleshooting of computers, printers and network connections.
Highly efficient, resourceful and hardworking
Good interpersonal relationship","M.C Briones St., San Roque, Cebu City, Cebu",201-500 employees,"Posted On: July 27, 2023",https://www.mynimo.com/jobs/view/430198/cebu/it-personnel?location=cebu&is_overseas=false&category=IT%20%2F%20Computers&category_name=it&level&tab=cebu
Job ID: 432546,IT / Office Staff,N/A,2 to 4 Years,WT Construction Inc.,"Preferably Male
ECE / EE / Computer Science Graduate
At least 2 years experience","11th Floor, Pag-IBIG Fund / WT Corporate Tower, Cebu Business Park, Luz, Cebu City, Cebu",51-200 employees,"Posted On: July 27, 2023",https://www.mynimo.com/jobs/view/432546/cebu/it---office-staff?location=cebu&is_overseas=false&category=IT%20%2F%20Computers&category_name=it&level&tab=cebu
Job ID: 419542,Social Media Content Creator,N/A,2 to 4 Years,"Interior Crafts of The Islands, Inc.","Bachelor's Degree in Advertising, Marketing, English, or a related field
At least 2 years of relevant work experience as a content creator, copywriter, or similar role
Skills in video and photo editing is a must!
Active in social media
Strong listening, negotiation, and communication skills (both oral and written)
Proficiency in MS Office applications
Hands-on experience with content management systems
Excellent writing and editing skills in English
Ability to fact check long-form content pieces
Time management skills
Resourceful, creative, and a team player","3-A General Maxilom Avenue, Carreta, Cebu City, Cebu",201-500 employees,"Posted On: July 27, 2023",https://www.mynimo.com/jobs/view/419542/cebu/social-media-content-creator?location=cebu&is_overseas=false&category=IT%20%2F%20Computers&category_name=it&level&tab=cebu
Job ID: 432088,SCADA Integrator,N/A,1 Year or Less,JE Hydro & Bio Energy Corporation,"Proficiency in SCADA software platforms (e.g., Wonderware, Ignition, Siemens WinCC, GE iFIX, Inductive Automation)
Understanding of SCADA system architecture, components, and communication protocols (e.g., OPC, Modbus, DNP3)
Ability to design, configure, and program SCADA systems for real-time monitoring and control of industrial processes
Knowledge of Human-Machine Interface (HMI) design principles for intuitive and user-friendly operator interfaces
Experience in alarm management and fault diagnosis within SCADA systems
Familiarity with database management and data logging techniques in SCADA environments
Understanding of cybersecurity principles and best practices for securing SCADA networks
Troubleshooting and problem-solving skills to address issues related to SCADA system performance and functionality
Ability to interpret and analyze data collected by SCADA systems for performance optimization and decision-making
Strong knowledge of industry standards and regulations related to SCADA systems (e.g., ISA-95, IEC 61131)
Proficiency in programming and configuring PLCs from different manufacturers (e.g., Allen-Bradley, Siemens, Schneider Electric, Mitsubishi)
Understanding of ladder logic, structured text, function block diagrams, and other programming languages used in PLC systems
Knowledge of PLC hardware components and their functionality
Ability to design and implement PLC control strategies based on process requirements
Experience in integrating PLCs with other control systems, such as SCADA and DCS (Distributed Control Systems)
Familiarity with different PLC communication protocols (e.g., Ethernet/IP, Profibus, Modbus TCP)
Troubleshooting and diagnostic skills to identify and resolve PLC hardware and software issues
Understanding of safety standards and practices related to PLC programming and implementation
Knowledge of industrial automation devices and sensors commonly used with PLCs
Ability to document and maintain PLC programs, including version control and backup procedures
Upon regularization, 15 days VL and 8 days SL
Shifting schedule
Salary is negotiable","GF One Paseo, Paseo Saturnino, Ma. Luisa Rd., Banilad, Cebu City, Cebu",51-200 employees,"Posted On: July 27, 2023",https://www.mynimo.com/jobs/view/432088/cebu/scada-integrator?location=cebu&is_overseas=false&category=IT%20%2F%20Computers&category_name=it&level&tab=cebu
Job ID: 433256,Marketing Officer / Graphic Content,N/A,1 Year or Less,"Stonesets International, Inc.","Must possess at least a bachelor’s degree in marketing, communications design or something relevant
Communicates well in english, written or spoken
Digital savvy- updated on all social media, office apps, graphic creation apps
Manages all online platforms of sii (i.e. website, facebook, instagram, etc.)
Manages sii brand through all communication tools (words, graphics, online, traditional, etc.)
Experience in social media management
Has experience working with media
Photography skills
Has experience with drag and drop website makers like squarespace","Don Sergio Suico Street, Canduman, Mandaue City, Cebu",51-200 employees,"Posted On: July 27, 2023",https://www.mynimo.com/jobs/view/433256/cebu/marketing-officer---graphic-content?location=cebu&is_overseas=false&category=IT%20%2F%20Computers&category_name=it&level&tab=cebu
Job ID: 433480,QA Application Tester,N/A,No Experience,Forty Degrees Celsius Inc,"You will be part of a diverse community, continually pushing the boundaries of business capabilities.
FDCI will continually invest in your learning and growth. You'll work with FDCI’s certified practitioners and will support you in growing your own tech stack and certifications.
Analyzing functional and system specifications
Developing and executing test plans and cases
Assisting the development team in debugging and reproducing reported issues.
Provide estimates for testing tasks and responsibilities.
A graduate of any IT/Computer related course. Fresh graduates are welcome to apply!
Knowledgeable in UX testing, preferably with mobile or web application projects.
Knowledgeable in Quality Assurance processes, methodologies and software development lifecycles.
Can work under pressure
Willing to be trained
Should be willing to work extended hours if required
Monthly Incentives (Performance, Attendance, etc.)
Meal and Transportation Allowance
Private Health Insurance
Leaves are convertible to cash
Performance-based salary increase and bonuses
Events and activities (Company Outing, Monthly Dinner, Sports Activities, etc.)
Incentives for JLPT passers (N1-N3)
Bereavement Assistance
Calamity Assistance
Referral Incentives
Incentives for ISTQB passers
Cebu City, Cebu: Reliably commute or planning to relocate before starting work (Required)","6th floor, Skyrise1 Asiatown IT Park, Apas, Cebu City, Cebu",51-200 employees,"Posted On: July 27, 2023",https://www.mynimo.com/jobs/view/433480/cebu/qa-application-tester?location=cebu&is_overseas=false&category=IT%20%2F%20Computers&category_name=it&level&tab=cebu
Job ID: 433476,System Analyst,N/A,No Experience,"International Pharmaceuticals, Inc. (IPI)","Responsible for the system’s analysis and improvements of the company by designing and redesigning an integrated SAP solution for the company ensuring maximum productivity at the least cost possible.
Bachelor of Science major in Industrial Engineering/Information Technology graduate
Able to communicate clearly and concisely in both and written form; good interpersonal skills to effectively communicate to all level personnel
SAP System is an advantage; must be able to prioritize & manage task, define problem & develop means or method to resolve them","B. Suico St., Tingub, Mandaue City, Cebu",1001-5000 employees,"Posted On: July 27, 2023",https://www.mynimo.com/jobs/view/433476/cebu/system-analyst?location=cebu&is_overseas=false&category=IT%20%2F%20Computers&category_name=it&level&tab=cebu
